seed,method,freeze,blockage_%,train_frac,train_samples,ft_epochs,selected_epoch,total_params,trainable_params,train_time_s,eval_time_s,val_acc_%,test_acc_%,val_top1_%,val_top2_incl_%,val_top3_incl_%,val_top4_incl_%,val_top1_m0db_%,val_top1_m1db_%,val_top1_m2db_%,val_top1_m3db_%,val_top2_m0db_%,val_top2_m1db_%,val_top2_m2db_%,val_top2_m3db_%,val_top3_m0db_%,val_top3_m1db_%,val_top3_m2db_%,val_top3_m3db_%,val_top4_m0db_%,val_top4_m1db_%,val_top4_m2db_%,val_top4_m3db_%,val_avg_rsrp_loss_db,val_p95_rsrp_loss_db,test_top1_%,test_top2_incl_%,test_top3_incl_%,test_top4_incl_%,test_top1_m0db_%,test_top1_m1db_%,test_top1_m2db_%,test_top1_m3db_%,test_top2_m0db_%,test_top2_m1db_%,test_top2_m2db_%,test_top2_m3db_%,test_top3_m0db_%,test_top3_m1db_%,test_top3_m2db_%,test_top3_m3db_%,test_top4_m0db_%,test_top4_m1db_%,test_top4_m2db_%,test_top4_m3db_%,test_avg_rsrp_loss_db,test_p95_rsrp_loss_db
123,MAX-SETB,none,0,0.000000,0,0,0,0,0,0.000000,0.010749,33.950000,33.783333,25.033333,25.033333,25.033333,25.033333,25.033333,33.950000,43.966667,53.600000,25.033333,33.950000,43.966667,53.600000,25.033333,33.950000,43.966667,53.600000,25.033333,33.950000,43.966667,53.600000,3.941847,12.637551,24.616667,24.616667,24.616667,24.616667,24.616667,33.783333,44.183333,53.500000,24.616667,33.783333,44.183333,53.500000,24.616667,33.783333,44.183333,53.500000,24.616667,33.783333,44.183333,53.500000,3.921036,12.929135
123,NN-ANGLE,none,0,0.000000,0,0,0,0,0,0.000000,0.017282,67.250000,68.433333,25.033333,45.616667,60.250000,64.883333,25.033333,33.950000,43.966667,53.600000,45.616667,52.883333,60.650000,67.816667,60.250000,67.250000,74.816667,80.966667,64.883333,71.300000,78.000000,83.583333,3.941847,12.637551,24.616667,46.600000,60.316667,64.916667,24.616667,33.783333,44.183333,53.500000,46.600000,54.366667,61.700000,68.616667,60.316667,68.433333,75.466667,81.150000,64.916667,72.333333,78.366667,83.416667,3.921036,12.929135
123,MAX-SETB,none,20,0.000000,0,0,0,0,0,0.000000,0.004756,33.883333,33.733333,25.016667,25.016667,25.016667,25.016667,25.016667,33.883333,43.816667,53.366667,25.016667,33.883333,43.816667,53.366667,25.016667,33.883333,43.816667,53.366667,25.016667,33.883333,43.816667,53.366667,4.085589,13.516084,24.616667,24.616667,24.616667,24.616667,24.616667,33.733333,44.016667,53.316667,24.616667,33.733333,44.016667,53.316667,24.616667,33.733333,44.016667,53.316667,24.616667,33.733333,44.016667,53.316667,4.055313,13.834358
123,NN-ANGLE,none,20,0.000000,0,0,0,0,0,0.000000,0.012215,67.833333,69.183333,25.016667,45.450000,61.083333,65.716667,25.016667,33.883333,43.816667,53.366667,45.450000,52.433333,60.000000,66.900000,61.083333,67.833333,75.300000,81.266667,65.716667,71.883333,78.500000,83.900000,4.085589,13.516084,24.616667,46.433333,61.283333,65.883333,24.616667,33.733333,44.016667,53.316667,46.433333,53.966667,61.016667,67.800000,61.283333,69.183333,75.950000,81.600000,65.883333,73.083333,78.866667,83.883333,4.055313,13.834358
123,MAX-SETB,none,40,0.000000,0,0,0,0,0,0.000000,0.004771,33.883333,33.733333,25.016667,25.016667,25.016667,25.016667,25.016667,33.883333,43.816667,53.366667,25.016667,33.883333,43.816667,53.366667,25.016667,33.883333,43.816667,53.366667,25.016667,33.883333,43.816667,53.366667,4.085589,13.516084,24.616667,24.616667,24.616667,24.616667,24.616667,33.733333,44.016667,53.316667,24.616667,33.733333,44.016667,53.316667,24.616667,33.733333,44.016667,53.316667,24.616667,33.733333,44.016667,53.316667,4.055313,13.834358
123,NN-ANGLE,none,40,0.000000,0,0,0,0,0,0.000000,0.012286,67.833333,69.183333,25.016667,45.450000,61.083333,65.716667,25.016667,33.883333,43.816667,53.366667,45.450000,52.433333,60.000000,66.900000,61.083333,67.833333,75.300000,81.266667,65.716667,71.883333,78.500000,83.900000,4.085589,13.516084,24.616667,46.433333,61.283333,65.883333,24.616667,33.733333,44.016667,53.316667,46.433333,53.966667,61.016667,67.800000,61.283333,69.183333,75.950000,81.600000,65.883333,73.083333,78.866667,83.883333,4.055313,13.834358
123,MAX-SETB,none,60,0.000000,0,0,0,0,0,0.000000,0.007042,33.883333,33.733333,25.016667,25.016667,25.016667,25.016667,25.016667,33.883333,43.816667,53.366667,25.016667,33.883333,43.816667,53.366667,25.016667,33.883333,43.816667,53.366667,25.016667,33.883333,43.816667,53.366667,4.085589,13.516084,24.616667,24.616667,24.616667,24.616667,24.616667,33.733333,44.016667,53.316667,24.616667,33.733333,44.016667,53.316667,24.616667,33.733333,44.016667,53.316667,24.616667,33.733333,44.016667,53.316667,4.055313,13.834358
123,NN-ANGLE,none,60,0.000000,0,0,0,0,0,0.000000,0.012531,67.833333,69.183333,25.016667,45.450000,61.083333,65.716667,25.016667,33.883333,43.816667,53.366667,45.450000,52.433333,60.000000,66.900000,61.083333,67.833333,75.300000,81.266667,65.716667,71.883333,78.500000,83.900000,4.085589,13.516084,24.616667,46.433333,61.283333,65.883333,24.616667,33.733333,44.016667,53.316667,46.433333,53.966667,61.016667,67.800000,61.283333,69.183333,75.950000,81.600000,65.883333,73.083333,78.866667,83.883333,4.055313,13.834358
123,MAX-SETB,none,80,0.000000,0,0,0,0,0,0.000000,0.004597,33.883333,33.733333,25.016667,25.016667,25.016667,25.016667,25.016667,33.883333,43.816667,53.366667,25.016667,33.883333,43.816667,53.366667,25.016667,33.883333,43.816667,53.366667,25.016667,33.883333,43.816667,53.366667,4.085589,13.516084,24.616667,24.616667,24.616667,24.616667,24.616667,33.733333,44.016667,53.316667,24.616667,33.733333,44.016667,53.316667,24.616667,33.733333,44.016667,53.316667,24.616667,33.733333,44.016667,53.316667,4.055313,13.834358
123,NN-ANGLE,none,80,0.000000,0,0,0,0,0,0.000000,0.013889,67.833333,69.183333,25.016667,45.450000,61.083333,65.716667,25.016667,33.883333,43.816667,53.366667,45.450000,52.433333,60.000000,66.900000,61.083333,67.833333,75.300000,81.266667,65.716667,71.883333,78.500000,83.900000,4.085589,13.516084,24.616667,46.433333,61.283333,65.883333,24.616667,33.733333,44.016667,53.316667,46.433333,53.966667,61.016667,67.800000,61.283333,69.183333,75.950000,81.600000,65.883333,73.083333,78.866667,83.883333,4.055313,13.834358
123,MAX-SETB,none,100,0.000000,0,0,0,0,0,0.000000,0.004790,33.883333,33.733333,25.016667,25.016667,25.016667,25.016667,25.016667,33.883333,43.816667,53.366667,25.016667,33.883333,43.816667,53.366667,25.016667,33.883333,43.816667,53.366667,25.016667,33.883333,43.816667,53.366667,4.085589,13.516084,24.616667,24.616667,24.616667,24.616667,24.616667,33.733333,44.016667,53.316667,24.616667,33.733333,44.016667,53.316667,24.616667,33.733333,44.016667,53.316667,24.616667,33.733333,44.016667,53.316667,4.055313,13.834358
123,NN-ANGLE,none,100,0.000000,0,0,0,0,0,0.000000,0.013536,67.833333,69.183333,25.016667,45.450000,61.083333,65.716667,25.016667,33.883333,43.816667,53.366667,45.450000,52.433333,60.000000,66.900000,61.083333,67.833333,75.300000,81.266667,65.716667,71.883333,78.500000,83.900000,4.085589,13.516084,24.616667,46.433333,61.283333,65.883333,24.616667,33.733333,44.016667,53.316667,46.433333,53.966667,61.016667,67.800000,61.283333,69.183333,75.950000,81.600000,65.883333,73.083333,78.866667,83.883333,4.055313,13.834358
